run_id,treat_none,treat_all,random,score,causal
676,45533,59796,46928,49964,49964
677,46105,60285,47502,50524,50524
678,45705,59847,47061,50047,50047
679,45746,59982,47176,50145,50145
680,45591,59662,47097,49994,49994
681,45626,59895,47061,50011,50011
682,45887,60064,47243,50345,50345
683,45713,59955,47076,50188,50188
684,45489,59710,46857,49890,49890
685,45998,60049,47377,50352,50352
686,45682,59865,47147,50098,50098
687,45701,59719,47061,50036,50036
688,45392,59549,46803,49801,49801
689,45618,59729,47045,49953,49953
690,45700,59959,47081,50136,50136
691,45949,59900,47335,50322,50322
692,45573,59821,46999,49968,49968
693,45615,59753,47085,49973,49973
694,45681,59886,47037,50156,50156
695,45836,59899,47275,50237,50237
696,45825,59902,47248,50258,50258
697,45881,60136,47352,50340,50340
698,45466,59712,46944,49811,49811
699,45579,59741,46973,49892,49892
700,45692,59908,47054,50095,50095
701,45787,59945,47213,50081,50081
702,45665,59602,47031,50056,50056
703,45642,59930,47132,50072,50072
704,45623,59877,47029,50000,50000
705,45769,60196,47238,50206,50206
706,45702,59923,47092,50156,50156
707,45578,59813,46962,49973,49973
708,46037,59991,47438,50345,50345
709,45845,60079,47347,50228,50228
710,45716,59722,47167,50098,50098
711,45698,59512,47007,49927,49927
712,45577,59869,47011,49950,49950
713,45602,59876,47041,50075,50075
714,45680,59732,47081,49981,49981
715,45809,60031,47258,50331,50331
716,45716,59854,47145,50216,50216
717,45609,59609,47031,49947,49947
718,45594,59805,46998,50029,50029
719,45746,60076,47168,50188,50188
720,45668,59856,47074,49974,49974
721,45553,59694,46962,49941,49941
722,45722,59800,47102,50014,50014
723,45516,59875,46930,49993,49993
724,45980,60156,47433,50405,50405
725,45446,59694,46854,49869,49869
726,45679,59707,47117,49969,49969
727,45687,59853,47109,50102,50102
728,45658,59950,47068,50081,50081
729,45900,60054,47344,50315,50315
730,45610,59909,47030,50013,50013
731,45483,59586,46894,49871,49871
732,45640,59778,47096,49974,49974
733,45682,59747,47065,50043,50043
734,45648,59750,47002,50047,50047
735,45803,59861,47198,50198,50198
736,45749,59860,47148,50158,50158
737,45723,59823,47174,50062,50062
738,45691,59944,47104,50025,50025
739,45570,59757,46979,50013,50013
740,45621,59843,47023,50016,50016
741,45703,59639,47094,50026,50026
742,45749,59853,47149,50117,50117
743,45824,59931,47208,50191,50191
744,45515,59676,46900,49855,49855
745,45818,60059,47261,50253,50253
746,45549,59743,46929,49941,49941
747,45828,59829,47272,50124,50124
748,45641,60031,47094,50072,50072
749,45545,59670,46935,49863,49863
750,45748,59907,47160,50121,50121
751,45820,60106,47306,50255,50255
752,45708,60059,47224,50112,50112
753,45670,59973,47060,50026,50026
754,45821,59841,47224,50227,50227
755,45799,60125,47213,50170,50170
756,45528,59771,46926,50023,50023
757,45823,59995,47277,50221,50221
758,45717,59899,47109,50121,50121
759,45784,59902,47212,50117,50117
760,45790,59924,47184,50204,50204
761,45849,60033,47214,50133,50133
762,45728,60004,47077,50056,50056
763,45502,59697,46919,49890,49890
764,45637,59964,47030,50052,50052
765,45788,59729,47131,50192,50192
766,45559,59637,46967,49937,49937
767,45645,59741,47098,49944,49944
768,46022,60123,47389,50502,50502
769,45829,60011,47219,50208,50208
770,45715,60088,47186,50225,50225
771,45565,59739,46989,50044,50044
772,45932,59786,47359,50313,50313
773,45603,59685,47015,49964,49964
774,45609,59863,47098,50042,50042
775,45600,59791,47098,50005,50005
776,45633,59812,47131,50013,50013
777,45524,59930,47006,49994,49994
778,45617,59699,47001,50114,50114
779,45830,60006,47310,50346,50346
780,45480,59672,46914,49831,49831
781,45605,59775,47075,49983,49983
782,45753,60209,47204,50154,50154
783,45835,59919,47206,50216,50216
784,45782,59945,47171,50157,50157
785,45742,59732,47082,50114,50114
786,45817,59775,47202,50173,50173
787,45515,59701,46978,49846,49846
788,45589,59723,46987,49903,49903
789,45542,59920,46990,50031,50031
790,45744,59923,47138,50170,50170
791,45854,59993,47257,50248,50248
792,45669,59802,47088,50122,50122
793,45495,59776,46912,49967,49967
794,45718,59992,47183,50089,50089
795,45742,59955,47173,50129,50129
796,45761,59859,47176,50163,50163
797,45780,59842,47241,50184,50184
798,45678,59848,47040,50015,50015
799,45812,59925,47253,50244,50244
800,45682,59768,47038,50101,50101
801,45644,59862,47048,50093,50093
802,45761,59809,47138,50182,50182
803,45702,59972,47079,50160,50160
804,45324,59513,46767,49732,49732
805,45634,59925,47052,50087,50087
806,45763,60046,47205,50122,50122
807,45452,59541,46882,49819,49819
808,46056,60096,47530,50358,50358
809,45682,59914,47060,50110,50110
810,45591,60011,47091,49934,49934
811,45790,59849,47209,50130,50130
812,45737,59843,47128,50201,50201
813,45637,59801,47058,50057,50057
814,45452,59627,46805,49765,49765
815,45410,59566,46860,49754,49754
816,45909,60025,47362,50197,50197
