run_id,treat_none,treat_all,random,score,causal
350,45597,54479,46456,48234,49321
351,45636,54533,46540,48294,49382
352,45611,54593,46445,48205,49338
353,45770,54697,46629,48509,49591
354,45633,54514,46512,48262,49357
355,45755,54547,46659,48346,49494
356,45750,54414,46577,48367,49505
357,45432,54303,46293,48080,49126
358,45623,54525,46558,48239,49363
359,45703,54633,46622,48340,49459
360,45695,54685,46623,48289,49448
361,45457,54446,46359,48067,49261
362,45893,54695,46778,48532,49652
363,45682,54706,46556,48377,49413
364,45755,54779,46714,48450,49527
365,45698,54565,46585,48290,49389
366,45821,54778,46748,48472,49571
367,45664,54346,46532,48261,49377
368,45700,54543,46558,48317,49383
369,45536,54311,46395,48218,49284
370,45714,54771,46574,48403,49473
371,45598,54445,46464,48165,49379
372,45666,54404,46544,48308,49424
373,45573,54532,46461,48224,49365
374,45578,54599,46406,48219,49283
375,45530,54509,46405,48174,49312
376,45666,54535,46578,48290,49440
377,45630,54609,46507,48248,49437
378,45935,54639,46785,48519,49595
379,45668,54642,46570,48220,49427
380,45615,54519,46476,48222,49277
381,45576,54524,46490,48183,49296
382,45643,54590,46569,48327,49427
383,45840,54716,46674,48492,49576
384,45903,54941,46829,48581,49666
385,45443,54353,46357,48074,49228
386,45796,54697,46699,48429,49504
387,45706,54604,46601,48277,49410
388,45733,54773,46624,48394,49530
389,45908,54631,46812,48472,49600
390,45722,54564,46601,48327,49364
391,45683,54792,46604,48322,49501
392,45584,54583,46542,48193,49272
393,45690,54323,46536,48287,49469
394,45598,54558,46528,48239,49440
395,45577,54726,46509,48193,49277
396,45808,54538,46666,48441,49552
397,45513,54400,46442,48116,49229
398,45925,54676,46784,48523,49622
399,45509,54466,46376,48204,49259
400,45479,54511,46366,48076,49232
401,45624,54653,46556,48216,49368
402,45547,54567,46452,48236,49296
403,45780,54738,46717,48476,49484
404,45858,54721,46821,48527,49590
405,45507,54429,46311,48130,49165
406,45498,54381,46426,48231,49282
407,45645,54609,46525,48287,49335
408,45552,54440,46459,48191,49226
409,45441,54552,46336,48087,49210
410,45842,54955,46719,48507,49631
411,45798,54765,46679,48499,49580
412,45831,54784,46702,48427,49632
413,45505,54459,46441,48157,49261
414,45504,54348,46384,48089,49232
415,45587,54571,46495,48252,49347
416,45438,54419,46346,48079,49232
417,45652,54701,46577,48295,49449
418,45422,54350,46368,48031,49158
419,45697,54511,46586,48324,49416
420,45487,54486,46375,48157,49284
421,45743,54704,46681,48458,49470
422,45612,54579,46519,48244,49384
423,45652,54663,46555,48274,49400
424,45935,54855,46839,48592,49707
425,45374,54361,46215,47980,49110
426,45645,54617,46434,48290,49441
427,45611,54619,46491,48287,49322
428,45731,54688,46623,48417,49504
429,45673,54706,46582,48356,49489
430,45718,54508,46527,48381,49572
431,45713,54471,46577,48276,49392
432,45728,54514,46572,48345,49485
433,45974,54695,46883,48600,49755
434,45725,54576,46595,48296,49529
435,45795,54887,46710,48463,49521
436,45833,54783,46673,48588,49644
437,45790,54795,46709,48422,49487
438,45625,54641,46504,48306,49335
439,45572,54496,46515,48187,49380
440,45529,54513,46451,48117,49235
441,45540,54435,46430,48161,49270
442,45673,54572,46597,48312,49456
443,45803,54633,46629,48463,49572
444,45441,54427,46347,48080,49207
445,45930,54818,46893,48613,49658
446,45576,54487,46485,48181,49322
447,45701,54601,46600,48251,49339
448,45834,54656,46736,48369,49571
449,45894,54786,46780,48526,49706
450,45519,54314,46431,48084,49218
451,45808,54615,46705,48476,49519
452,45818,54817,46718,48512,49606
453,45799,54901,46770,48450,49613
454,45422,54427,46316,48064,49222
455,45596,54502,46450,48223,49352
456,45590,54378,46430,48181,49277
457,45783,54583,46634,48350,49489
458,45944,54789,46898,48576,49633
459,45562,54746,46438,48278,49288
460,45539,54477,46449,48187,49300
461,45821,54711,46731,48469,49555
462,45556,54492,46459,48217,49275
463,45707,54510,46590,48320,49430
464,45434,54465,46322,48042,49251
465,45639,54740,46527,48285,49429
466,45936,54800,46808,48570,49621
467,45787,54740,46657,48384,49547
468,45953,54719,46846,48560,49671
469,45783,54746,46623,48415,49467
470,45786,54544,46729,48440,49495
471,45809,54586,46668,48480,49581
472,45856,54733,46761,48488,49635
473,45785,54663,46574,48410,49421
474,45718,54669,46573,48340,49440
475,45676,54484,46570,48239,49461
476,45640,54624,46539,48318,49405
477,45699,54692,46608,48348,49491
478,45772,54617,46650,48405,49494
479,45820,54684,46707,48497,49577
480,45736,54802,46643,48358,49547
481,45436,54350,46333,48025,49197
482,45630,54829,46553,48371,49429
483,45594,54463,46481,48261,49313
484,45919,54845,46782,48566,49698
485,45824,54458,46721,48351,49512
486,45689,54678,46653,48337,49462
487,45442,54307,46360,48026,49170
488,45589,54577,46490,48217,49316
489,45872,54708,46741,48479,49684
490,45490,54362,46378,48169,49278
491,45555,54501,46456,48148,49314
492,45958,54794,46848,48549,49660
493,45613,54434,46491,48212,49346
494,45867,54841,46795,48533,49709
495,45476,54459,46430,48105,49222
496,45516,54529,46360,48138,49263
497,45897,54700,46774,48542,49558
498,45971,54795,46804,48551,49629
499,45784,54621,46669,48395,49507
500,45784,54637,46676,48305,49498
501,45764,54635,46594,48461,49469
502,45843,54746,46738,48438,49579
503,45788,54805,46690,48404,49520
504,45775,54552,46619,48399,49458
505,45645,54519,46591,48215,49335
506,45383,54418,46280,47976,49132
507,45807,54727,46672,48521,49664
508,45585,54558,46450,48181,49300
509,45902,54622,46734,48604,49619
510,45695,54662,46561,48240,49413
511,45490,54448,46439,48123,49206
512,45610,54591,46542,48217,49363
513,45637,54666,46578,48244,49360
514,45442,54492,46314,48042,49177
515,45874,54836,46764,48540,49612
516,45794,54737,46662,48420,49541
517,45728,54552,46640,48334,49489
518,45609,54446,46469,48252,49361
519,45588,54563,46487,48211,49369
520,45727,54475,46624,48324,49359
521,45603,54474,46462,48241,49295
522,45904,54803,46833,48566,49642
523,45568,54479,46402,48187,49283
524,45733,54561,46541,48363,49470
525,45873,54864,46760,48560,49689
526,45623,54688,46527,48299,49330
527,45754,54667,46660,48372,49557
528,45823,54687,46640,48477,49588
529,45792,54566,46598,48400,49574
